ФИО,Страна,Паспортые данные,СНИЛС,Номер карты,Банк,Платежная система,Симптомы,Врач,Дата посещения врача,Анализы,Дата получения анализов,Цена приёма (руб)
Калинина Евгения Георгиевна,Казахстан,,399-652-989 77,7308 5076 4668 9459,Сбербанк,MasterCard,Лихорадка,Трансплантолог,2024-01-14T08:01:43+03:00,"Коагулограмма, Гистосовместимость, Общий анализ крови",,5464.0
Макарова Валерия Ростиславовна,Беларусь,,622-820-186 27,8079 1285 7859 5840,Альфа-Банк,MasterCard,"Утомляемость, Нарушение сна, Тревожность",Психиатр,2024-08-23T18:15:35+03:00,Общий анализ крови,2024-08-25T09:48:03+03:00,6656.0
Сафронова Вера Назаровна,Казахстан,N 7547208,542-913-611 69,7231 9423 1225 2130,Сбербанк,Visa,"Острая боль в пояснице, Боль в животе, Гнойные выделения",Хирург,2025-04-07T09:12:35+03:00,,,
Сафронова Вера Назаровна,Казахстан,,542-913-611 69,7231 9423 1225 2130,Сбербанк,Visa,"Запор, Кровотечение, Боль в анальной области",,2024-07-27T19:14:13+03:00,Аноскопия,,
Соболева Тамара Максимовна,Казахстан,N 3202440,892-650-350 97,2746 7881 5038 6349,Сбербанк,,Распространение инфекции,Эпидемиолог,2023-07-29T17:01:43+03:00,,2023-07-31T19:33:57+03:00,4958.0
Соболева Тамара Максимовна,Казахстан,N 3202440,,2746 7881 5038 6349,Сбербанк,,Боль в суставах,,2024-01-05T10:30:50+03:00,УЗИ мягких тканей,2024-01-06T15:42:22+03:00,3877.0
Климентова Лея Руслановна,Казахстан,N 6958352,332-263-154 18,4561 2367 5316 6850,Сбербанк,,"Отеки, Боль в пояснице, Частое мочеиспускание",Нефролог,2024-08-31T09:47:35+03:00,"Анализ мочи по Нечипоренко, УЗИ почек, Биохимический анализ крови",2024-09-03T19:27:06+03:00,9462.0
,Казахстан,N 6958352,332-263-154 18,4561 2367 5316 6850,Сбербанк,MasterCard,"Боль в суставах, Слабость",Гериатр,2024-10-03T15:29:54+03:00,"Биохимический анализ крови, УЗИ органов",2024-10-05T10:40:16+03:00,7995.0
Климентова Лея Руслановна,,,332-263-154 18,4561 2367 5316 6850,,,"Частое мочеиспускание, Отеки, Боль в пояснице",Нефролог,2025-02-10T14:42:00+03:00,УЗИ почек,2025-02-13T20:59:56+03:00,7498.0
Климентова Лея Руслановна,Казахстан,N 6958352,,4561 2367 5316 6850,Сбербанк,MasterCard,"Лихорадка, Боль в области трансплантата",Трансплантолог,2024-08-05T08:45:42+03:00,"Биохимический анализ крови, Коагулограмма",2024-08-06T11:55:35+03:00,2653.0
,Казахстан,,332-263-154 18,4561 2367 5316 6850,Сбербанк,,"Озноб, Покраснение кожи",Инфекционист,2024-01-14T15:01:20+03:00,"Общий анализ крови, Анализ на антитела, Биохимический анализ крови",2024-01-17T11:19:34+03:00,3495.0
Лебедева Юлия Артемовна,Россия,9213 936716,113-666-526 74,6994 4618 9061 9611,Сбербанк,Visa,,Паразитолог,,,2024-03-27T15:24:33+03:00,5784.0
Головина Антонина Моисеевна,Беларусь,LL 6693017,182-831-972 11,1721 4781 5366 1441,,MasterCard,"Затуманенное зрение, Покраснение глаз",Офтальмолог,2025-03-23T12:33:23+03:00,Проверка остроты зрения,2025-03-26T08:00:21+03:00,10439.0
Головина Антонина Моисеевна,,LL 6693017,182-831-972 11,1721 4781 5366 1441,Сбербанк,,,Эндокринолог,2024-10-22T09:41:22+03:00,"Глюкоза крови, Тест на толерантность к глюкозе",,2133.0
Головина Антонина Моисеевна,Беларусь,LL 6693017,182-831-972 11,1721 4781 5366 1441,Сбербанк,MasterCard,"Онемение конечностей, Острая боль в спине",Ортопед,,,,3187.0
Головина Антонина Моисеевна,Беларусь,LL 6693017,182-831-972 11,1721 4781 5366 1441,Сбербанк,MasterCard,"Потливость, Лихорадка",Онколог,2023-05-21T16:10:02+03:00,,2023-05-23T14:13:04+03:00,2137.0
Павлова Ева Моисеевна,Беларусь,,145-217-929 90,3317 7696 9426 6582,Тинькофф,Visa,,Нарколог,,Анализ на наркотики,,11013.0
Павлова Ева Моисеевна,,KF 2046834,145-217-929 90,3317 7696 9426 6582,,Visa,"Затрудненное дыхание, Боль в груди, Одышка",Пульмонолог,2025-04-18T15:59:06+03:00,,2025-04-21T14:30:54+03:00,6697.0
Павлова Ева Моисеевна,Беларусь,KF 2046834,145-217-929 90,3317 7696 9426 6582,Тинькофф,Visa,"Лихорадка, Распространение инфекции, Частые заболевания",Эпидемиолог,2024-09-02T18:14:51+03:00,"Анализ на антитела, Биохимический анализ крови",2024-09-04T21:32:37+03:00,10179.0
Капустин Илья Петрович,Россия,8768 558360,646-149-975 38,,Альфа-Банк,Visa,,Онколог,2024-10-26T21:22:24+03:00,Биопсия опухоли,2024-10-29T18:12:43+03:00,11564.0
Капустин Илья Петрович,,8768 558360,646-149-975 38,7837 3260 9472 7720,Альфа-Банк,Visa,"Боль в ногах, Отеки",Сосудистый хирург,2024-12-22T15:16:21+03:00,"Допплерография сосудов, УЗИ сосудов",2024-12-25T15:59:41+03:00,2062.0
Капустин Илья Петрович,Россия,,646-149-975 38,7837 3260 9472 7720,Альфа-Банк,Visa,"Боль в ногах, Варикоз",Флеболог,2024-08-05T20:43:49+03:00,,2024-08-08T17:27:41+03:00,8099.0
,Россия,4045 367476,341-622-670 28,6017 6232 6894 9486,Сбербанк,Visa,"Нарушение цикла, Боль внизу живота, Выделения",Акушер-гинеколог,2024-03-08T11:17:04+03:00,"Гормональные исследования, Цитологическое исследование, УЗИ плода",,
Сысоева Лея Владимировна,Россия,,,6017 6232 6894 9486,Сбербанк,Visa,"Визуализация внутренних органов, Диагностика травм, Выявление опухолей",Радиолог,,"МРТ, КТ",2023-09-27T16:37:56+03:00,
Сысоева Лея Владимировна,Россия,4045 367476,,6017 6232 6894 9486,Сбербанк,Visa,,Физиотерапевт,2023-09-25T15:53:26+03:00,"УЗИ суставов, МРТ, Рентген",2023-09-27T13:26:04+03:00,9828.0
Сысоева Лея Владимировна,Россия,4045 367476,341-622-670 28,6017 6232 6894 9486,Сбербанк,Visa,"Сыпь, Выделения, Покраснение кожи",Дерматовенеролог,2023-05-18T18:20:26+03:00,"Мазок на инфекции, Общий анализ крови, ПЦР на ИППП",2023-05-21T17:00:32+03:00,
Власов Степан Максимович,,7245 816659,428-623-627 59,4441 8416 9853 5198,Тинькофф,MasterCard,"Отечность суставов, Боль в суставах",,2023-09-26T10:51:07+03:00,"Общий анализ крови, Антинуклеарные антитела",,10579.0
Власов Степан Максимович,Россия,7245 816659,,4441 8416 9853 5198,Тинькофф,MasterCard,"Нарушение менструального цикла, Выделения",Гинеколог,2025-03-07T17:03:35+03:00,"Цитологическое исследование, УЗИ органов малого таза, Гормональные исследования",,5327.0
,Россия,,428-623-627 59,4441 8416 9853 5198,,MasterCard,,Психиатр,2023-07-23T12:44:17+03:00,"Общий анализ крови, Психологические тесты, Токсикологическое исследование",,2331.0
,Россия,9055 303790,810-875-179 27,4772 2986 8799 9496,Альфа-Банк,Мир,,Невролог,,,2023-10-16T11:28:32+03:00,
,Россия,9055 303790,810-875-179 27,,,Мир,"Кашель, Боль в животе, Температура, Рвота",Педиатр,2023-11-06T21:01:37+03:00,Общий анализ мочи,2023-11-08T09:58:53+03:00,11583.0
Ларина Злата Альбертовна,Беларусь,,134-947-466 60,,Тинькофф,MasterCard,"Боль в костях, Потливость",Онколог,2023-12-26T08:03:21+03:00,"МРТ или КТ, Анализ на онкомаркеры",2023-12-29T09:27:59+03:00,9669.0
,Беларусь,DY 6629687,,4764 3268 1549 4848,,MasterCard,,Проктолог,2023-09-20T18:55:33+03:00,,,5855.0
Ларина Злата Альбертовна,Беларусь,DY 6629687,134-947-466 60,4764 3268 1549 4848,Тинькофф,MasterCard,"Гнойные выделения, Боль в горле",Отоларинголог,2025-01-24T16:06:43+03:00,Аудиометрия,2025-01-27T08:16:56+03:00,3863.0
Ларина Злата Альбертовна,Беларусь,,,4764 3268 1549 4848,Тинькофф,MasterCard,"Выделения из сосков, Опухоли, Боль в груди",Маммолог,2024-04-13T10:06:42+03:00,УЗИ молочных желез,2024-04-15T16:46:59+03:00,6042.0
Ларина Злата Альбертовна,Беларусь,,134-947-466 60,,,MasterCard,Покраснение кожи,Дерматолог,2024-10-15T15:29:26+03:00,,2024-10-16T18:53:21+03:00,8623.0
,Россия,8075 595882,257-284-643 49,9440 1378 5263 1399,Сбербанк,Visa,"Боль в горле, Гнойные выделения, Заложенность носа, Ушная боль",Отоларинголог,2024-07-11T08:37:29+03:00,"Рентген придаточных пазух, Аудиометрия",,2505.0
Цветков Давид Денисович,Россия,8075 595882,257-284-643 49,9440 1378 5263 1399,Сбербанк,Visa,"Потеря оргазма, Эректильная дисфункция",Сексопатолог,2023-11-06T16:06:16+03:00,"Анализ на тестостерон, Психологические тесты",2023-11-08T08:23:41+03:00,
Цветков Давид Денисович,Россия,8075 595882,257-284-643 49,9440 1378 5263 1399,Сбербанк,,Нарушение цикла,Акушер-гинеколог,2023-12-26T20:38:35+03:00,"УЗИ плода, Цитологическое исследование",2023-12-29T10:19:03+03:00,4479.0
,,8075 595882,257-284-643 49,,Сбербанк,Visa,"Сыпь, Акне, Покраснение кожи",Косметолог,2023-12-02T09:16:24+03:00,,2023-12-05T15:45:12+03:00,
,Россия,8075 595882,,,Сбербанк,Visa,Утомляемость,Иммунолог,2023-08-07T19:52:41+03:00,,2023-08-10T16:37:43+03:00,
Кузнецова Алиса Мироновна,Казахстан,N 0092317,892-967-778 99,9878 3198 2878 6660,Сбербанк,Мир,"Лихорадка, Боль в костях, Потеря веса, Потливость",Онколог,2024-10-05T16:40:15+03:00,Общий анализ крови,2024-10-08T12:19:19+03:00,9161.0
Кузнецова Алиса Мироновна,Казахстан,,892-967-778 99,9878 3198 2878 6660,Сбербанк,Мир,"Непереносимость продуктов, Ожирение",Диетолог,,"Биохимический анализ крови, Анализ на пищевую непереносимость",2023-11-04T11:46:34+03:00,8025.0
Капустин Евгений Климович,Казахстан,N 1864326,602-224-697 76,8188 3461 7802 9492,Альфа-Банк,Мир,"Варикоз, Боль в ногах, Отеки",,2025-01-01T17:10:27+03:00,"Общий анализ крови, Допплерография вен",2025-01-03T18:45:26+03:00,9494.0
Капустин Евгений Климович,Казахстан,N 1864326,602-224-697 76,,Альфа-Банк,Мир,"Гнойные выделения, Отек десен, Зубная боль",Стоматолог,2024-05-07T08:30:01+03:00,"Панорамный снимок зубов, Рентген зубов",2024-05-08T18:16:27+03:00,
Капустин Евгений Климович,,N 1864326,602-224-697 76,8188 3461 7802 9492,Альфа-Банк,Мир,"Озноб, Слабость",,2025-02-03T15:27:22+03:00,Общий анализ мочи,2025-02-05T11:09:07+03:00,10295.0
,,6261 421875,191-911-955 49,6341 2624 4391 2988,ВТБ,Visa,,Токсиколог,,,2023-12-11T18:26:54+03:00,4866.0
Лаврова Ксения Альбертовна,Россия,6261 421875,191-911-955 49,,ВТБ,,,Радиолог,2024-02-17T08:16:26+03:00,"КТ, МРТ",,
,,6261 421875,191-911-955 49,6341 2624 4391 2988,ВТБ,Visa,"Температура, Одышка",Фтизиатр,2024-01-27T18:04:28+03:00,"Рентген легких, Общий анализ крови",2024-01-29T17:17:56+03:00,7218.0
Лаврова Ксения Альбертовна,Россия,6261 421875,191-911-955 49,6341 2624 4391 2988,ВТБ,Visa,"Частые заболевания, Лихорадка, Распространение инфекции",Эпидемиолог,2024-09-22T19:28:08+03:00,,2024-09-25T14:14:02+03:00,2754.0
Абрамова Жасмин Павловна,Казахстан,N 2617788,974-703-180 61,,,MasterCard,"Абстинентный синдром, Тремор",,,"Анализ на наркотики, Психологические тесты",2025-03-17T21:35:33+03:00,3921.0
,Беларусь,YL 0601271,783-284-195 61,2316 8710 2276 1003,Альфа-Банк,MasterCard,"Озноб, Утомляемость",Иммунолог,,"Общий анализ крови, Анализ на иммуноглобулины, ПЦР на вирусы",2024-02-18T17:27:30+03:00,8042.0
Ершова Алла Романовна,,YL 0601271,783-284-195 61,2316 8710 2276 1003,,MasterCard,,Кардиолог,2023-08-27T21:43:34+03:00,,2023-08-29T13:32:35+03:00,
Ушакова Раиса Станиславовна,Беларусь,ST 3438222,757-427-466 65,,ВТБ,Visa,Боль в груди,Кардиолог,2023-10-30T19:19:58+03:00,"Холтеровское мониторирование, Биохимический анализ крови, Эхокардиография",,10471.0
,Беларусь,ST 3438222,757-427-466 65,7299 4300 4371 3846,ВТБ,Visa,"Одышка, Кашель, Боль в груди, Затрудненное дыхание",Пульмонолог,2024-02-22T08:55:24+03:00,,2024-02-24T19:38:57+03:00,
Калинин Анатолий Святославович,Казахстан,N 9233543,673-435-514 56,7543 3321 3412 9100,Сбербанк,Visa,,,2024-10-24T18:27:57+03:00,"Аудиометрия, Нейропсихологическая диагностика",2024-10-27T09:03:28+03:00,6942.0
Калинин Анатолий Святославович,Казахстан,N 9233543,673-435-514 56,7543 3321 3412 9100,Сбербанк,Visa,Визуализация внутренних органов,Радиолог,,"МРТ, УЗИ",,10702.0
Калинин Анатолий Святославович,Казахстан,N 9233543,673-435-514 56,7543 3321 3412 9100,Сбербанк,Visa,"Отек, Боль в суставах",,,,2025-01-19T19:18:28+03:00,11167.0
Калинин Анатолий Святославович,Казахстан,N 9233543,673-435-514 56,,,Visa,"Реабилитация после травм, Боль в суставах",Физиотерапевт,2023-12-15T13:51:16+03:00,"УЗИ суставов, МРТ, Электромиография",2023-12-18T11:55:39+03:00,
Калинин Анатолий Святославович,Казахстан,N 9233543,,7543 3321 3412 9100,Сбербанк,Visa,"Озноб, Потливость, Лихорадка",Инфекционист,,"Анализ на антитела, ПЦР на инфекции",2023-09-27T15:27:53+03:00,7062.0
Климентов Ярослав Платонович,Россия,9489 804632,130-477-810 93,1283 1007 3292 4799,Альфа-Банк,Visa,Выявление опухолей,Радиолог,2023-09-26T19:42:39+03:00,"КТ, УЗИ",2023-09-28T14:33:13+03:00,5949.0
Климентов Ярослав Платонович,,9489 804632,130-477-810 93,1283 1007 3292 4799,Альфа-Банк,Visa,Визуализация внутренних органов,Радиолог,2023-12-23T08:54:38+03:00,,2023-12-24T17:02:06+03:00,9505.0
,Россия,,130-477-810 93,,Альфа-Банк,Visa,,Психиатр,2024-10-27T17:30:10+03:00,"Психологические тесты, Общий анализ крови",2024-10-30T14:44:54+03:00,
Климентов Ярослав Платонович,Россия,,130-477-810 93,1283 1007 3292 4799,Альфа-Банк,Visa,"Опухоли, Боль в груди",Маммолог,2024-09-10T14:37:58+03:00,Биопсия,2024-09-12T08:56:33+03:00,4290.0
Климентов Ярослав Платонович,Россия,9489 804632,,,Альфа-Банк,Visa,"Желтуха у новорожденных, Отказ от еды, Температура",Неонатолог,,Общий анализ крови,2024-09-26T20:47:13+03:00,10475.0
Головин Эдуард Давидович,Россия,2891 647291,442-368-677 78,5358 7491 2581 9130,,,"Лихорадка, Слабость, Бледность кожи, Потливость",,2023-11-04T17:59:40+03:00,"Анализ на тромбоциты, Коагулограмма",2023-11-07T19:34:50+03:00,8322.0
Головин Эдуард Давидович,,2891 647291,442-368-677 78,5358 7491 2581 9130,Сбербанк,MasterCard,Лихорадка,Трансплантолог,2024-07-12T08:06:02+03:00,"Гистосовместимость, Общий анализ крови",,3481.0
,Россия,9779 935175,425-650-579 97,8915 8418 1979 2860,,Visa,,Стоматолог,2023-08-15T16:30:58+03:00,,2023-08-17T15:50:35+03:00,10535.0
Майоров Демьян Владимирович,Россия,,425-650-579 97,8915 8418 1979 2860,Сбербанк,Visa,"Боль в ногах, Варикоз, Отеки",,2023-07-16T17:05:34+03:00,"Допплерография вен, Ангиография",2023-07-19T15:02:47+03:00,5847.0
Майоров Демьян Владимирович,,9779 935175,425-650-579 97,8915 8418 1979 2860,Сбербанк,Visa,"Отеки, Боль в пояснице, Частое мочеиспускание",Нефролог,2025-03-29T19:45:11+03:00,"Общий анализ мочи, УЗИ почек, Биохимический анализ крови",2025-04-01T12:42:27+03:00,
Майоров Демьян Владимирович,Россия,9779 935175,425-650-579 97,8915 8418 1979 2860,Сбербанк,Visa,Боль в правом подреберье,Гепатолог,2024-10-16T19:23:50+03:00,Биохимический анализ крови,2024-10-18T09:12:26+03:00,
Степанова Екатерина Глебовна,,N 8882178,354-207-290 90,5814 9609 6676 6941,Сбербанк,Visa,"Нарушение менструального цикла, Выделения",Гинеколог,2023-08-04T10:12:30+03:00,"Мазок на флору, Гормональные исследования",,2643.0
,Казахстан,N 8882178,,5814 9609 6676 6941,,Visa,"Сыпь, Потеря аппетита, Боль в животе, Лихорадка",,2024-09-30T10:55:12+03:00,Общий анализ крови,,9423.0
Степанова Екатерина Глебовна,Казахстан,N 8882178,354-207-290 90,5814 9609 6676 6941,Сбербанк,Visa,Кашель,Фтизиатр,,,2024-03-27T15:22:15+03:00,9896.0
Степанова Екатерина Глебовна,Казахстан,N 8882178,354-207-290 90,5814 9609 6676 6941,Сбербанк,,"Желтуха, Боль в правом подреберье",Гепатолог,,"УЗИ печени, Анализ на гепатиты",2024-05-10T19:04:48+03:00,11014.0
Сергеева Алевтина Николаевна,,N 8192387,493-200-149 79,6059 7587 6179 3118,,Мир,"Запор, Боль в анальной области, Кровотечение",Проктолог,2024-09-06T21:03:13+03:00,"Колоноскопия, Общий анализ крови, Аноскопия",2024-09-09T19:59:15+03:00,5055.0
Сергеева Алевтина Николаевна,Казахстан,N 8192387,493-200-149 79,6059 7587 6179 3118,Сбербанк,Мир,"Нарушение полового влечения, Эректильная дисфункция, Потеря оргазма",Сексопатолог,2023-12-24T20:40:36+03:00,"Анализ на тестостерон, Психологические тесты",2023-12-26T17:51:44+03:00,
Сергеева Алевтина Николаевна,Казахстан,N 8192387,493-200-149 79,6059 7587 6179 3118,Сбербанк,Мир,Боль в суставах,Травматолог,,"МРТ или КТ, Общий анализ крови",,
Сергеева Алевтина Николаевна,Казахстан,N 8192387,493-200-149 79,6059 7587 6179 3118,Сбербанк,Мир,"Проблемы с дыханием, Боль, требующая обезболивания",,2024-05-23T17:26:02+03:00,,2024-05-25T19:36:17+03:00,2243.0
Гуляев Филипп Маркович,Беларусь,FA 6343193,287-969-126 66,9270 8059 2809 5229,Сбербанк,Visa,"Зубная боль, Гнойные выделения, Отек десен",Стоматолог,2023-12-22T13:53:06+03:00,"Аллергопробы, Биохимический анализ крови",,9247.0
Гуляев Филипп Маркович,,,287-969-126 66,9270 8059 2809 5229,Сбербанк,Visa,"Нарушение сна, Тревожность, Депрессия, Утомляемость",Психиатр,,"Общий анализ крови, Токсикологическое исследование, Психологические тесты",2023-08-05T14:02:58+03:00,10885.0
Гуляев Филипп Маркович,Беларусь,FA 6343193,287-969-126 66,9270 8059 2809 5229,Сбербанк,Visa,"Боль в правом подреберье, Темная моча",Гепатолог,2023-05-16T11:04:21+03:00,"Биохимический анализ крови, Фиброскан",2023-05-19T18:16:36+03:00,
,Беларусь,FA 6343193,,9270 8059 2809 5229,Сбербанк,,,Венеролог,,Анализ на ВИЧ,2025-05-03T09:42:41+03:00,
,Россия,6959 535526,585-594-862 19,7673 3647 3396 3688,Сбербанк,,"Частые инфекции, Озноб, Лихорадка",Иммунолог,2023-07-17T15:46:54+03:00,Общий анализ крови,2023-07-19T15:33:14+03:00,3577.0
Ушаков Петр Вячеславович,Беларусь,UM 3933168,,9416 9848 3603 2095,,,"Отеки, Одышка, Учащенное сердцебиение, Боль в груди",,2024-03-21T12:18:53+03:00,"ЭКГ, Биохимический анализ крови, Холтеровское мониторирование",,
Ушаков Петр Вячеславович,,,,9416 9848 3603 2095,,MasterCard,"Рвота, Тошнота",Токсиколог,,"Общий анализ крови, Анализ на токсины в моче, Токсикологический анализ",2023-08-01T11:28:35+03:00,7179.0
Ушаков Петр Вячеславович,Беларусь,,,9416 9848 3603 2095,Сбербанк,MasterCard,"Слабость, Потливость, Бледность кожи, Лихорадка",Гематолог,,"Коагулограмма, Ферритин",2025-01-13T12:19:38+03:00,10988.0
,Казахстан,N 0889887,979-926-793 95,,ВТБ,Visa,Кашель,Фтизиатр,,Проба Манту,2023-10-04T19:31:21+03:00,11037.0
,Казахстан,N 0889887,979-926-793 95,8486 8483 5947 8985,ВТБ,Visa,"Реабилитация после травм, Боль в суставах",,2023-09-18T20:58:13+03:00,"Рентген, Электромиография",2023-09-20T19:14:23+03:00,5891.0
Павлов Савва Сергеевич,Казахстан,,979-926-793 95,8486 8483 5947 8985,,Visa,"Заложенность ушей, Потеря слуха, Шум в ушах",Сурдолог,2024-04-18T18:51:48+03:00,Аудиограмма,2024-04-20T15:28:50+03:00,9212.0
,Казахстан,N 0889887,979-926-793 95,8486 8483 5947 8985,ВТБ,Visa,,,2024-02-17T20:07:31+03:00,"МРТ или КТ, Биопсия опухоли",2024-02-19T08:02:04+03:00,4723.0
Моисеев Геннадий Дмитриевич,Россия,4950 661259,257-923-141 28,3265 9113 4535 8769,Сбербанк,Visa,Опухоли,,2025-04-04T08:46:37+03:00,"Общий анализ крови, Маммография",2025-04-05T13:34:41+03:00,
,,4950 661259,,,Сбербанк,Visa,"Потеря слуха, Заложенность ушей",Сурдолог,2023-07-24T10:25:33+03:00,"МРТ головного мозга, Рентген височной кости",2023-07-26T13:46:39+03:00,
Лебедев Валентин Русланович,Казахстан,N 8686983,608-391-789 73,,,MasterCard,,Сосудистый хирург,,"Ангиография, Допплерография сосудов",,
Лебедев Валентин Русланович,Казахстан,,,6559 4150 1041 4631,Альфа-Банк,MasterCard,"Чихание, Одышка",Аллерголог,,Аллергопробы,2023-07-15T21:01:18+03:00,6096.0
Лебедев Валентин Русланович,Казахстан,,608-391-789 73,6559 4150 1041 4631,Альфа-Банк,,"Боль в пояснице, Частое мочеиспускание, Отеки",Нефролог,2024-01-21T11:15:24+03:00,"Биохимический анализ крови, Анализ мочи по Нечипоренко",2024-01-23T18:33:22+03:00,
Лебедев Валентин Русланович,Казахстан,N 8686983,608-391-789 73,6559 4150 1041 4631,Альфа-Банк,MasterCard,Желтуха у новорожденных,Неонатолог,2024-01-20T18:08:12+03:00,Неонатальный скрининг,2024-01-23T15:43:03+03:00,6648.0
Егорова Аделина Степановна,Россия,7230 703703,,1750 7036 2785 2447,,Visa,,Терапевт,2024-02-15T18:35:20+03:00,"Биохимический анализ крови, ЭКГ, Общий анализ крови",2024-02-18T19:22:06+03:00,
Майоров Ефим Владимирович,Россия,7893 774709,118-484-856 68,8270 7443 2598 5988,Альфа-Банк,Visa,"Покраснение кожи, Сыпь, Онемение кожи",Дерматолог,2023-06-08T13:47:42+03:00,"Аллергопробы, Соскоб кожи",2023-06-11T16:59:34+03:00,9105.0
Ефимова Наталья Ростиславовна,Беларусь,WB 0175778,,2761 3246 2072 2139,Сбербанк,,"Лихорадка, Боль в животе, Потеря аппетита",Паразитолог,2023-09-10T11:18:03+03:00,"Общий анализ крови, Анализ на антитела к паразитам",2023-09-12T09:55:36+03:00,7676.0
Ефимова Наталья Ростиславовна,Беларусь,WB 0175778,489-168-331 76,,Сбербанк,MasterCard,,Анестезиолог,2024-05-11T18:16:15+03:00,ЭКГ,2024-05-13T20:24:57+03:00,11375.0
Ефимова Наталья Ростиславовна,Беларусь,WB 0175778,489-168-331 76,,,MasterCard,Визуализация внутренних органов,Радиолог,2024-06-26T20:54:09+03:00,,2024-06-29T20:06:18+03:00,
Беляев Артем Евгеньевич,Казахстан,N 8573243,921-560-377 90,7110 3714 3282 8266,,MasterCard,"Онемение, Боль в пояснице, Нарушение осанки",Мануальный терапевт,,"Общий анализ крови, Электромиография",2024-04-29T12:42:29+03:00,2983.0
Беляев Артем Евгеньевич,,N 8573243,921-560-377 90,7110 3714 3282 8266,,,,,,"МРТ головного мозга, Аудиограмма",2025-02-18T21:37:42+03:00,9373.0
Беляев Артем Евгеньевич,Казахстан,,,7110 3714 3282 8266,Альфа-Банк,MasterCard,Реабилитация после травм,Физиотерапевт,2025-03-30T18:31:22+03:00,"МРТ, Рентген",2025-04-02T16:21:56+03:00,5892.0
Беляев Артем Евгеньевич,Казахстан,,921-560-377 90,7110 3714 3282 8266,Альфа-Банк,MasterCard,"Желтуха, Темная моча",,2023-07-25T13:37:18+03:00,"Фиброскан, Биохимический анализ крови",2023-07-28T18:47:30+03:00,4536.0
Трофимова Кристина Артуровна,Россия,,354-190-696 39,6436 1508 6123 2892,,MasterCard,Сыпь,Косметолог,2023-06-19T16:32:19+03:00,"Биохимический анализ крови, Соскоб кожи",2023-06-21T15:54:06+03:00,3907.0
Трофимова Кристина Артуровна,,,354-190-696 39,6436 1508 6123 2892,ВТБ,MasterCard,Желтуха,Токсиколог,2025-04-08T19:37:37+03:00,,2025-04-10T15:31:45+03:00,4846.0
,Казахстан,N 5666788,,,,Visa,"Бледность кожи, Потливость",Гематолог,2023-08-25T10:27:01+03:00,"Общий анализ крови, Анализ на тромбоциты, Ферритин",2023-08-28T13:07:13+03:00,9011.0
,Казахстан,N 5666788,384-829-674 51,9973 2103 9115 5592,ВТБ,Visa,"Частое мочеиспускание, Потливость",,2025-01-22T09:49:22+03:00,Глюкоза крови,2025-01-24T13:14:01+03:00,3328.0
Грачев Прохор Ефимович,Казахстан,N 5666788,384-829-674 51,,ВТБ,Visa,"Нарушение речи, Дисфония, Нарушение произношения звуков",Логопед,2023-05-06T21:20:28+03:00,Аудиометрия,2023-05-09T11:27:40+03:00,8094.0
Грачев Прохор Ефимович,Казахстан,N 5666788,384-829-674 51,9973 2103 9115 5592,ВТБ,Visa,"Потливость, Бледность кожи, Лихорадка",Гематолог,2023-08-05T13:25:30+03:00,"Общий анализ крови, Ферритин, Анализ на тромбоциты",2023-08-06T15:40:50+03:00,4641.0
,Казахстан,N 5666788,384-829-674 51,9973 2103 9115 5592,ВТБ,Visa,,Физиотерапевт,2025-03-13T09:32:30+03:00,Электромиография,,4316.0
Кошелев Валерий Абрамович,Беларусь,AT 7779257,503-880-867 59,,Сбербанк,Мир,Покраснение кожи,,2024-06-12T18:21:04+03:00,"Мазок на инфекции, Общий анализ крови, Соскоб кожи",,
Кошелев Валерий Абрамович,Беларусь,AT 7779257,503-880-867 59,4005 4029 8037 4385,Сбербанк,,Боли внизу живота,Гинеколог,2023-06-22T19:03:28+03:00,"Цитологическое исследование, УЗИ органов малого таза, Мазок на флору",2023-06-24T14:00:56+03:00,8967.0
Кошелев Валерий Абрамович,,AT 7779257,503-880-867 59,4005 4029 8037 4385,,,,Эндокринолог,2024-08-28T08:04:00+03:00,ТТГ (тиреотропный гормон),2024-08-29T10:55:43+03:00,11804.0
Зайцев Борис Евгеньевич,,N 7710469,492-778-985 38,6204 5371 3830 6245,,Visa,"Лихорадка, Сыпь",Паразитолог,2023-09-02T16:39:42+03:00,Анализ на яйца глист,2023-09-04T08:22:25+03:00,3418.0
Зайцев Борис Евгеньевич,Казахстан,N 7710469,,6204 5371 3830 6245,,Visa,Боли внизу живота,Гинеколог,2024-01-08T12:38:22+03:00,Цитологическое исследование,2024-01-10T08:08:33+03:00,10813.0
Зайцев Борис Евгеньевич,Казахстан,N 7710469,492-778-985 38,6204 5371 3830 6245,Сбербанк,Visa,"Затуманенное зрение, Покраснение глаз",Офтальмолог,2024-08-11T19:07:52+03:00,"Тонометрия глаза, Оптическая когерентная томография, Проверка остроты зрения",2024-08-14T21:57:37+03:00,8993.0
Зайцев Борис Евгеньевич,Казахстан,N 7710469,492-778-985 38,6204 5371 3830 6245,Сбербанк,,Зубная боль,Стоматолог,2024-11-20T08:39:08+03:00,,2024-11-22T14:23:37+03:00,7114.0
Зайцев Борис Евгеньевич,Казахстан,N 7710469,492-778-985 38,,Сбербанк,Visa,Потливость,Гематолог,,"Коагулограмма, Общий анализ крови",2023-07-26T12:25:42+03:00,7510.0
